timestamp,image_path,face_id,face_detection,landmarks,emotion,gaze_yaw,gaze_pitch,action_units
2025-12-29 17:46:57,/Users/liyueting/OpenFace-3.0/test_image/Pinterest.jpeg,0,"[49.47000503540039, 36.24863052368164, 178.48507690429688, 237.83567810058594, 0.997423529624939, 64.1909408569336, 119.5287857055664, 124.19850158691406, 124.625, 78.2512435913086, 161.3246307373047, 66.88395690917969, 186.093505859375, 117.26538848876953, 190.2253875732422]","[[46.193580627441406, 108.7306900024414], [46.11635971069336, 117.79440307617188], [46.06957244873047, 125.93065643310547], [46.02207946777344, 134.10110473632812], [46.02690887451172, 142.4310302734375], [46.11248779296875, 150.9964599609375], [46.28044128417969, 159.80194091796875], [46.77854537963867, 168.39425659179688], [47.75162124633789, 176.86160278320312], [49.22286605834961, 184.82777404785156], [51.72518539428711, 192.7936248779297], [55.5150032043457, 199.61764526367188], [59.79273223876953, 202.9353790283203], [65.06507110595703, 203.84617614746094], [71.51753997802734, 204.02674865722656], [78.09686279296875, 204.10252380371094], [85.67265319824219, 204.11109924316406], [95.06575012207031, 204.09425354003906], [106.34458923339844, 204.02764892578125], [118.27989196777344, 203.9973907470703], [127.12245178222656, 203.94500732421875], [135.6412811279297, 203.81715393066406], [144.40769958496094, 203.10446166992188], [152.4355010986328, 200.5647735595703], [160.0919952392578, 194.3677978515625], [165.86289978027344, 186.97650146484375], [170.52252197265625, 178.66122436523438], [174.41490173339844, 169.63478088378906], [177.79383850097656, 160.237548828125], [179.93382263183594, 150.49688720703125], [180.7608642578125, 140.58242797851562], [180.91502380371094, 130.61801147460938], [180.84617614746094, 119.51671600341797], [47.9576301574707, 108.31285095214844], [55.60734176635742, 99.78033447265625], [64.11217498779297, 99.44581604003906], [72.30963897705078, 100.75811767578125], [79.90863037109375, 103.1850814819336], [79.63218688964844, 109.11741638183594], [71.99156188964844, 106.87397003173828], [63.960357666015625, 105.92906188964844], [55.67683792114258, 106.68766784667969], [103.75518798828125, 101.277099609375], [114.28040313720703, 99.77400970458984], [124.72412109375, 100.85224914550781], [134.38232421875, 105.6264419555664], [142.386474609375, 118.43778228759766], [133.09349060058594, 114.08949279785156], [123.78484344482422, 109.90193176269531], [113.52107238769531, 108.216796875], [102.96221923828125, 108.88863372802734], [89.02459716796875, 118.25047302246094], [86.58888244628906, 134.66983032226562], [84.75738525390625, 151.53237915039062], [83.55445861816406, 167.21011352539062], [69.85293579101562, 164.16163635253906], [78.2059326171875, 169.8437042236328], [87.00444030761719, 173.11532592773438], [95.79190063476562, 170.89212036132812], [104.81798553466797, 168.8773956298828], [55.549232482910156, 117.76141357421875], [59.69922637939453, 113.72760009765625], [65.03641510009766, 112.25785827636719], [72.26025390625, 114.0599365234375], [78.08094787597656, 119.0361099243164], [71.18809509277344, 121.00580596923828], [64.71490478515625, 121.35636901855469], [59.77384948730469, 120.26588439941406], [107.42315673828125, 120.86507415771484], [113.32649230957031, 116.46098327636719], [120.00484466552734, 116.86918640136719], [126.01097869873047, 121.00434112548828], [131.95376586914062, 125.80232238769531], [125.57247924804688, 125.97518920898438], [119.30538177490234, 125.21395874023438], [113.41583251953125, 123.66455078125], [67.77085876464844, 184.44187927246094], [75.34591674804688, 183.1154022216797], [83.2481460571289, 183.98681640625], [87.79125213623047, 184.86439514160156], [92.36758422851562, 185.32037353515625], [106.59930419921875, 186.64845275878906], [120.8715591430664, 190.28419494628906], [109.94839477539062, 190.86500549316406], [98.7751693725586, 190.8310546875], [87.372314453125, 189.87716674804688], [80.13652038574219, 188.8585205078125], [73.42937469482422, 187.14105224609375], [69.75369262695312, 184.6719970703125], [78.26880645751953, 185.99533081054688], [87.64260864257812, 186.8756866455078], [104.09605407714844, 188.4371337890625], [118.47990417480469, 189.97666931152344], [103.79986572265625, 188.62347412109375], [87.53518676757812, 186.92657470703125], [78.56877136230469, 186.0797576904297], [62.4266357421875, 116.5908203125], [118.10256958007812, 120.37869262695312]]",2,-0.04087821766734123,0.18500712513923645,"[[0.18562591075897217, 0.015583965927362442, 0.002794618019834161, 0.0026537999510765076, 0.0, 0.01664881221950054, 0.005655305925756693, 0.0]]"
